loan_id,customer_id,loan_purpose,loan_type,loan_amount,interest_rate,tenure_months,emi_amount,disbursement_date,maturity_date,repayment_frequency,loan_status,num_payments_made,outstanding_balance,collateral_value,num_late_payments,penalty_charges,loan_officer_id,branch_code,insurance_taken
LOAN003912,CUST06337,Medical,Unsecured,207318.99,13.28,36,7013.39,2023-09-10,2026-08-25,Monthly,Closed,203,83094.53,180565.77,0,2497.33,LO101,BR22,False
LOAN003913,CUST09855,Travel,Secured,568491.78,14.55,12,51190.47,2022-07-29,2023-07-24,Monthly,Active,212,438029.36,740130.79,19,41494.64,LO193,BR33,True
LOAN003914,CUST09442,Business,Secured,216463.05,12.71,120,3195.11,2019-07-30,2029-06-07,Quarterly,Defaulted,197,159093.13,52490.2,15,31907.85,LO174,BR36,True
LOAN003915,CUST05115,Vehicle,Unsecured,295130.3,21.67,240,5403.22,2023-11-03,2043-07-21,Monthly,Defaulted,172,114547.25,243361.22,0,4747.34,LO174,BR25,False
LOAN003916,CUST03572,Education,Secured,240255.23,19.76,12,22228.34,2020-08-06,2021-08-01,Monthly,Active,65,161253.87,473227.67,5,30621.45,LO140,BR39,False
LOAN003917,CUST08778,Personal,Secured,164899.02,7.17,36,5104.43,2021-07-24,2024-07-08,Monthly,Active,41,9432.9,224524.25,19,29557.23,LO171,BR16,False
LOAN003918,CUST00569,Home,Unsecured,55046.61,19.79,48,1668.94,2021-09-03,2025-08-13,Monthly,Active,157,37155.86,25424.94,11,17295.34,LO177,BR11,False
LOAN003919,CUST05325,Personal,Secured,711954.11,12.15,84,12625.12,2023-05-27,2030-04-20,Monthly,Defaulted,68,613309.94,655872.24,1,12757.07,LO119,BR50,False
LOAN003920,CUST05998,Vehicle,Unsecured,483706.45,11.66,180,5699.91,2019-02-18,2033-12-01,Monthly,Closed,166,59342.14,192923.3,18,16023.01,LO183,BR42,False
LOAN003921,CUST09992,Business,Secured,147865.67,7.98,84,2303.19,2021-02-27,2028-01-22,Quarterly,Closed,32,65751.9,283357.87,10,15659.26,LO184,BR46,True
LOAN003922,CUST09864,Medical,Secured,498519.48,20.55,36,18666.77,2020-01-24,2023-01-08,Monthly,Active,36,17699.29,505233.39,0,30437.8,LO166,BR38,False
LOAN003923,CUST06802,Education,Unsecured,47517.02,20.1,36,1768.32,2023-03-28,2026-03-12,Quarterly,Active,135,41142.4,19101.39,5,9701.38,LO117,BR22,False
LOAN003924,CUST06640,Home,Unsecured,294867.56,20.99,24,15150.51,2018-05-10,2020-04-29,Monthly,Closed,231,145459.05,318190.98,2,29021.7,LO114,BR22,False
LOAN003925,CUST02833,Home,Unsecured,265250.88,18.45,240,4185.74,2020-06-11,2040-02-27,Monthly,Closed,235,92518.1,60908.75,11,30371.47,LO182,BR31,False
LOAN003926,CUST09511,Personal,Unsecured,658065.76,8.14,240,5561.8,2018-12-10,2038-08-27,Monthly,Closed,34,395831.64,125598.11,11,19719.1,LO142,BR36,False
LOAN003927,CUST07754,Education,Secured,430596.43,6.91,24,19261.35,2018-12-07,2020-11-26,Monthly,Closed,61,424259.35,59149.25,12,43677.47,LO139,BR14,False
LOAN003928,CUST01920,Home,Unsecured,102049.65,20.61,180,1838.45,2020-01-19,2034-11-01,Monthly,Active,99,23825.77,71332.9,12,6452.72,LO174,BR22,True
LOAN003929,CUST08315,Personal,Unsecured,434778.83,15.01,120,7017.17,2018-09-19,2028-07-28,Monthly,Active,53,338334.47,782043.49,11,44441.66,LO198,BR50,True
LOAN003930,CUST01676,Vehicle,Unsecured,489183.35,10.18,84,8166.59,2019-09-09,2026-08-03,Quarterly,Under Review,212,67137.05,46878.57,10,47600.97,LO182,BR10,False
LOAN003931,CUST04918,Home,Secured,543374.81,7.85,60,10978.72,2021-10-06,2026-09-10,Monthly,Active,219,462677.39,1059170.81,7,41529.09,LO188,BR44,False
LOAN003932,CUST06469,Personal,Secured,190560.4,8.76,36,6038.51,2021-10-04,2024-09-18,Monthly,Closed,7,168445.67,28662.25,1,13641.11,LO192,BR31,True
LOAN003933,CUST08980,Home,Secured,1629467.5,8.94,60,33777.64,2020-07-27,2025-07-01,Bi-Annual,Active,95,1271477.97,527670.27,12,29745.52,LO154,BR19,False
LOAN003934,CUST00810,Business,Unsecured,255460.53,16.42,120,4346.4,2021-10-04,2031-08-13,Monthly,Under Review,193,4801.91,68815.93,10,10482.74,LO124,BR28,False
LOAN003935,CUST03936,Personal,Secured,305632.36,10.48,48,7822.27,2020-05-28,2024-05-07,Monthly,Active,200,47075.87,167646.05,4,774.0,LO101,BR41,True
LOAN003936,CUST05413,Personal,Unsecured,134915.75,,60,2949.57,2019-07-06,2024-06-09,Quarterly,Active,33,96132.5,,,,LO164,BR14,True
LOAN003937,CUST07579,Business,Secured,1566698.53,15.78,60,37916.17,2021-03-26,2026-02-28,Monthly,Defaulted,136,838134.38,407131.19,12,48543.19,LO130,BR46,False
LOAN003938,CUST05391,Education,Secured,98321.95,18.75,24,4944.34,2019-05-04,2021-04-23,Monthly,Active,8,16327.52,191986.39,8,21344.97,LO177,BR33,False
LOAN003939,CUST00188,Home,Unsecured,157236.67,,24,7453.92,2019-11-06,2021-10-26,Bi-Annual,Active,90,85656.65,,,,LO189,BR24,False
LOAN003940,CUST00129,Education,Secured,905162.1,7.1,12,78362.47,2022-10-03,2023-09-28,Monthly,Closed,228,98542.66,1178386.66,16,42259.68,LO188,BR32,True
LOAN003941,CUST03602,Personal,Secured,178174.04,16.61,12,16217.36,2022-08-25,2023-08-20,Monthly,Closed,211,155565.72,250038.93,4,6434.12,LO161,BR23,False
LOAN003942,CUST08537,Medical,Secured,218157.8,17.11,24,10797.75,2022-07-10,2024-06-29,Monthly,Defaulted,139,157240.2,148763.16,11,1292.57,LO161,BR12,True
LOAN003943,CUST06081,Wedding,Unsecured,201544.59,11.72,120,2859.05,2019-12-30,2029-11-07,Monthly,Active,172,60259.96,29965.52,13,48249.37,LO117,BR39,False
LOAN003944,CUST06368,Medical,Secured,535957.58,6.52,60,10491.65,2018-07-05,2023-06-09,Monthly,Active,129,500102.74,727700.81,19,28848.02,LO184,BR38,False
LOAN003945,CUST04320,Personal,Secured,403681.03,15.36,60,9679.99,2022-10-10,2027-09-14,Monthly,Active,63,330279.21,139607.22,5,31301.01,LO143,BR18,False
LOAN003946,CUST06569,Personal,Unsecured,446585.1,18.51,12,41051.39,2024-04-19,2025-04-14,Monthly,Closed,138,190311.41,684364.81,16,32698.7,LO114,BR17,False
LOAN003947,CUST01514,Education,Secured,1050643.1,9.9,180,11226.08,2021-08-30,2036-06-12,Monthly,Active,108,1007048.01,588834.65,9,29996.01,LO169,BR42,True
LOAN003948,CUST03466,Education,Unsecured,459125.29,,12,41320.81,2022-05-25,2023-05-20,Monthly,Closed,131,340299.29,,,,LO164,BR39,False
LOAN003949,CUST08047,Home,Secured,385020.85,17.31,60,9633.05,2022-08-17,2027-07-22,Monthly,Active,27,44956.73,174940.55,5,31920.17,LO129,BR16,False
LOAN003950,CUST09831,Personal,Unsecured,397502.86,15.63,180,5735.91,2018-06-27,2033-04-09,Bi-Annual,Under Review,211,374162.99,577448.23,17,8860.77,LO124,BR34,False
LOAN003951,CUST01311,Home,Unsecured,576538.86,18.45,24,28908.7,2018-01-15,2020-01-05,Monthly,Active,218,383208.82,627562.53,3,45753.31,LO171,BR22,True
LOAN003952,CUST01941,Home,Unsecured,115943.22,,84,2098.53,2019-09-16,2026-08-10,Quarterly,Active,1,2791.51,,,,LO180,BR28,True
LOAN003953,CUST08679,Home,Unsecured,283978.75,,48,8640.06,2023-10-11,2027-09-20,Monthly,Active,125,77149.13,,,,LO175,BR30,True
LOAN003954,CUST05720,Personal,Unsecured,809695.14,11.44,84,14051.98,2024-02-23,2031-01-17,Quarterly,Closed,48,382128.9,1580704.31,14,12244.29,LO142,BR41,True
LOAN003955,CUST08829,Education,Secured,25844.42,8.89,24,1179.39,2021-09-18,2023-09-08,Monthly,Closed,24,7737.56,27342.9,12,34589.6,LO131,BR42,True
LOAN003956,CUST02849,Education,Secured,279694.07,18.66,120,5159.12,2021-05-29,2031-04-07,Monthly,Active,69,265218.35,121390.12,3,41081.53,LO138,BR26,False
LOAN003957,CUST08282,Education,Unsecured,407238.31,6.66,12,35173.21,2018-10-09,2019-10-04,Monthly,Closed,54,322520.06,50551.93,9,12724.2,LO175,BR42,True
LOAN003958,CUST07934,Medical,Unsecured,186185.63,21.24,24,9589.23,2018-10-14,2020-10-03,Monthly,Active,91,26731.01,331848.37,8,38800.87,LO110,BR24,False
LOAN003959,CUST01938,Home,Secured,109516.03,,84,1687.36,2018-11-12,2025-10-06,Monthly,Active,121,87919.25,,,,LO104,BR46,False
LOAN003960,CUST05678,Education,Unsecured,269822.9,18.71,60,6956.37,2019-05-03,2024-04-06,Monthly,Active,230,200129.83,296573.17,4,67.15,LO122,BR46,True
LOAN003961,CUST07307,Personal,Unsecured,831574.78,8.38,84,13119.1,2019-06-24,2026-05-18,Monthly,Closed,25,637933.01,416115.33,10,45379.56,LO149,BR40,False
LOAN003962,CUST07806,Education,Secured,196831.56,10.85,12,17382.53,2018-04-29,2019-04-24,Bi-Annual,Active,181,132118.26,357330.58,5,3220.67,LO128,BR28,True
LOAN003963,CUST02912,Personal,Secured,137551.17,15.81,12,12467.77,2019-01-04,2019-12-30,Monthly,Closed,57,44864.2,147165.08,5,44550.07,LO176,BR17,False
LOAN003964,CUST05114,Vehicle,Unsecured,328697.78,8.67,84,5233.56,2022-01-09,2028-12-03,Monthly,Closed,2,4826.61,330904.45,11,21912.43,LO169,BR23,False
LOAN003965,CUST08547,Home,Secured,40549.96,8.01,36,1270.88,2018-05-19,2021-05-03,Monthly,Active,55,4826.02,38188.17,15,48713.44,LO194,BR33,False
LOAN003966,CUST09854,Personal,Unsecured,154756.91,20.94,120,3087.84,2019-09-26,2029-08-04,Monthly,Active,159,127318.98,221954.1,0,8431.13,LO153,BR24,False
LOAN003967,CUST01464,Home,Unsecured,134835.74,17.66,48,3936.88,2022-03-20,2026-02-27,Monthly,Closed,190,32605.62,7827.19,14,1879.21,LO136,BR17,True
LOAN003968,CUST08451,Business,Unsecured,631107.26,8.36,120,7777.65,2019-01-04,2028-11-12,Quarterly,Active,106,48944.82,745635.2,18,29178.34,LO175,BR18,False
LOAN003969,CUST02195,Medical,Secured,380704.15,14.55,60,8967.25,2021-10-05,2026-09-09,Monthly,Closed,40,270940.83,315946.32,15,40162.32,LO128,BR22,True
LOAN003970,CUST07492,Personal,Secured,398649.96,19.44,120,7556.7,2022-02-22,2032-01-01,Quarterly,Active,227,272448.44,234032.85,0,35931.29,LO147,BR26,True
LOAN003971,CUST03373,Home,Unsecured,184229.23,7.85,36,5760.33,2020-11-07,2023-10-23,Monthly,Closed,71,124934.96,289452.83,11,38310.29,LO137,BR36,False
LOAN003972,CUST08659,Personal,Secured,296521.71,19.07,180,5005.24,2019-09-12,2034-06-25,Monthly,Active,56,258719.53,84348.39,2,19138.88,LO133,BR50,True
LOAN003973,CUST02866,Personal,Unsecured,570827.25,19.56,120,10865.55,2023-03-15,2033-01-21,Monthly,Active,218,393565.97,1020161.12,3,24428.63,LO175,BR48,True
LOAN003974,CUST00692,Business,Unsecured,502642.71,11.79,60,11127.74,2023-01-01,2027-12-06,Quarterly,Active,56,353125.38,116166.76,7,36024.55,LO179,BR20,True
LOAN003975,CUST03827,Home,Secured,127460.75,21.93,36,4863.17,2019-01-09,2021-12-24,Quarterly,Closed,201,51353.56,104944.67,9,47876.42,LO182,BR46,False
LOAN003976,CUST00665,Wedding,Secured,145167.08,,60,3272.61,2021-01-23,2025-12-28,Monthly,Active,152,129699.63,,,,LO162,BR41,True
LOAN003977,CUST06228,Education,Unsecured,459635.97,20.49,12,42686.02,2018-09-22,2019-09-17,Monthly,Under Review,112,376767.32,187796.7,11,34323.45,LO101,BR42,True
LOAN003978,CUST03275,Medical,Unsecured,240381.28,20.42,180,4296.58,2018-08-01,2033-05-14,Monthly,Closed,133,229690.07,79542.75,4,37700.69,LO157,BR24,False
LOAN003979,CUST00645,Business,Secured,383081.6,17.56,84,7953.05,2021-06-30,2028-05-24,Bi-Annual,Closed,165,115572.91,364702.4,5,37594.25,LO143,BR38,False
LOAN003980,CUST01025,Business,Secured,325640.3,6.51,48,7724.05,2022-01-05,2025-12-15,Monthly,Active,132,130863.54,185103.62,16,9760.35,LO140,BR13,True
LOAN003981,CUST00253,Home,Secured,234191.99,17.08,48,6767.32,2019-07-13,2023-06-22,Monthly,Active,219,196467.29,39419.91,0,12425.36,LO137,BR14,False
LOAN003982,CUST07832,Home,Secured,499144.83,7.96,12,43410.59,2023-11-06,2024-10-31,Quarterly,Active,56,182311.42,819519.93,9,5082.26,LO146,BR18,False
LOAN003983,CUST01044,Personal,Secured,89813.79,7.06,12,7773.78,2024-01-05,2024-12-30,Monthly,Closed,63,31697.75,23844.97,1,49081.8,LO124,BR27,False
LOAN003984,CUST01883,Business,Secured,237858.81,9.3,180,2455.16,2023-04-17,2038-01-28,Monthly,Closed,194,178237.09,472895.67,16,42088.49,LO168,BR41,True
LOAN003985,CUST00230,Vehicle,Unsecured,104124.1,14.43,84,1976.1,2022-07-23,2029-06-16,Monthly,Closed,161,37416.59,10338.39,11,29795.18,LO169,BR17,True
LOAN003986,CUST00655,Business,Unsecured,228172.53,13.64,48,6194.02,2021-04-03,2025-03-13,Monthly,Active,90,189752.43,324458.05,9,6975.36,LO121,BR13,True
LOAN003987,CUST06873,Home,Secured,242586.44,12.54,36,8120.05,2022-11-04,2025-10-19,Monthly,Active,73,14221.69,346527.86,3,46881.59,LO119,BR15,False
LOAN003988,CUST05286,Personal,Unsecured,275010.92,14.79,12,24794.78,2023-09-08,2024-09-02,Bi-Annual,Closed,33,155818.09,192523.37,8,12949.08,LO130,BR13,True
LOAN003989,CUST03399,Personal,Secured,335987.57,10.6,240,3377.03,2023-09-24,2043-06-11,Bi-Annual,Active,121,210634.91,565047.76,0,37376.48,LO182,BR24,True
LOAN003990,CUST07693,Education,Unsecured,259559.13,,36,8540.72,2018-03-29,2021-03-13,Monthly,Closed,54,160241.32,,,,LO193,BR42,True
LOAN003991,CUST00055,Personal,Unsecured,126045.53,9.74,120,1647.61,2018-04-14,2028-02-21,Monthly,Active,179,5677.25,187885.73,19,48202.28,LO134,BR25,False
LOAN003992,CUST09604,Home,Secured,162012.44,13.51,48,4387.51,2020-10-30,2024-10-09,Monthly,Closed,35,35735.04,284995.4,16,15957.81,LO103,BR23,False
LOAN003993,CUST08176,Business,Unsecured,250676.03,17.57,180,3959.63,2021-08-05,2036-05-18,Monthly,Active,239,107984.1,38756.64,2,474.52,LO172,BR24,True
LOAN003994,CUST06001,Education,Secured,182259.16,14.43,180,2480.1,2019-10-02,2034-07-15,Bi-Annual,Closed,54,38447.98,147043.88,19,1248.96,LO115,BR15,True
LOAN003995,CUST04510,Business,Secured,138891.51,19.69,60,3655.86,2022-04-09,2027-03-14,Monthly,Active,8,38530.17,265193.87,16,32217.01,LO157,BR15,True
LOAN003996,CUST08387,Home,Unsecured,252259.73,14.12,36,8636.35,2018-04-24,2021-04-08,Monthly,Defaulted,201,211249.04,225352.97,14,31963.22,LO104,BR20,True
LOAN003997,CUST02374,Personal,Secured,358662.93,9.63,60,7555.4,2021-10-05,2026-09-09,Quarterly,Active,131,333533.77,429397.86,7,49101.75,LO199,BR47,False
LOAN003998,CUST08632,Education,Secured,545686.52,14.44,24,26313.55,2019-03-24,2021-03-13,Monthly,Closed,108,499691.4,964156.34,4,47957.92,LO164,BR38,False
LOAN003999,CUST02663,Personal,Unsecured,605414.57,12.26,84,10771.58,2023-08-18,2030-07-12,Monthly,Active,102,90477.45,945361.57,10,34528.81,LO188,BR48,False
LOAN004000,CUST01923,Medical,Unsecured,203799.46,14.12,120,3179.04,2022-02-20,2031-12-30,Monthly,Active,26,93686.75,123949.3,5,47484.45,LO172,BR39,True
LOAN004001,CUST05899,Personal,Unsecured,655172.68,8.02,84,10218.19,2021-04-16,2028-03-10,Quarterly,Closed,33,176374.7,928909.64,14,35024.7,LO141,BR26,True
LOAN004002,CUST00456,Education,Secured,214115.26,18.54,240,3393.71,2022-04-24,2042-01-09,Monthly,Active,31,20356.41,285407.1,2,31117.32,LO162,BR26,False
LOAN004003,CUST02650,Education,Unsecured,1668720.37,11.88,60,37018.65,2021-02-06,2026-01-11,Monthly,Active,226,1286982.87,2871425.01,11,41101.5,LO139,BR31,False
LOAN004004,CUST02995,Vehicle,Secured,253018.56,6.76,180,2240.39,2019-01-20,2033-11-02,Monthly,Closed,169,44967.59,269710.51,6,4423.43,LO127,BR21,True
LOAN004005,CUST04490,Business,Unsecured,210280.47,15.28,240,2812.55,2020-04-07,2039-12-24,Quarterly,Active,180,28002.55,288051.47,11,24792.66,LO167,BR41,False
LOAN004006,CUST09569,Home,Secured,180945.43,17.1,84,3708.23,2023-06-15,2030-05-09,Monthly,Closed,50,120816.43,179888.52,17,42586.43,LO118,BR50,False
LOAN004007,CUST06131,Personal,Unsecured,117382.81,7.63,60,2359.37,2019-08-19,2024-07-23,Monthly,Closed,218,30008.22,176541.74,17,7037.62,LO154,BR37,True
LOAN004008,CUST07901,Personal,Secured,1097168.38,12.31,48,29059.93,2024-04-09,2028-03-19,Quarterly,Active,31,384213.37,1083228.25,2,34408.44,LO163,BR48,False
LOAN004009,CUST08019,Personal,Unsecured,605658.38,13.93,36,20679.38,2019-03-16,2022-02-28,Monthly,Active,144,203516.03,51147.01,12,49679.94,LO167,BR36,False
LOAN004010,CUST08294,Personal,Secured,670392.21,14.29,120,10526.15,2019-03-09,2029-01-15,Bi-Annual,Active,158,333614.45,647854.4,9,18953.79,LO119,BR34,True
LOAN004011,CUST04533,Business,Unsecured,582839.66,7.05,24,26108.45,2019-06-07,2021-05-27,Monthly,Active,74,434293.03,1159084.62,4,2376.83,LO171,BR21,False
LOAN004012,CUST06033,Wedding,Secured,581720.2,16.31,36,20540.7,2019-11-17,2022-11-01,Monthly,Active,59,312922.24,622722.61,19,15821.39,LO120,BR29,True
LOAN004013,CUST01025,Wedding,Unsecured,862214.47,7.96,36,27002.76,2020-05-05,2023-04-20,Monthly,Active,203,396434.45,38696.64,4,8253.86,LO156,BR19,False
LOAN004014,CUST09983,Business,Secured,203153.12,11.93,24,9556.48,2018-11-15,2020-11-04,Monthly,Closed,50,66079.67,152832.91,5,7471.94,LO145,BR42,False
LOAN004015,CUST08183,Education,Secured,147585.93,14.36,24,7111.15,2021-05-25,2023-05-15,Monthly,Defaulted,32,121734.15,43691.98,10,42738.38,LO174,BR21,False
LOAN004016,CUST07047,Home,Secured,414372.74,18.14,60,10553.93,2020-12-09,2025-11-13,Quarterly,Active,4,96239.17,444143.59,15,25347.0,LO166,BR22,False
LOAN004017,CUST09065,Business,Secured,410904.13,12.16,180,4973.92,2024-04-06,2039-01-18,Monthly,Active,237,282609.59,307808.02,19,38328.7,LO157,BR41,False
LOAN004018,CUST05203,Personal,Secured,380513.79,19.23,24,19223.72,2023-12-25,2025-12-14,Quarterly,Active,9,108093.78,424011.4,10,39062.33,LO148,BR37,False
LOAN004019,CUST06845,Education,Unsecured,274654.0,18.48,84,5850.16,2022-07-22,2029-06-15,Monthly,Closed,234,55174.57,513823.64,14,207.06,LO167,BR35,True
LOAN004020,CUST04661,Personal,Unsecured,172213.1,12.78,84,3112.33,2020-07-26,2027-06-20,Monthly,Active,171,131345.55,757.57,8,40735.36,LO105,BR24,True
LOAN004021,CUST05358,Business,Secured,325981.68,20.09,24,16605.44,2022-08-29,2024-08-18,Monthly,Active,211,211998.19,444053.78,12,11402.99,LO159,BR38,False
LOAN004022,CUST01063,Home,Unsecured,161195.71,21.41,12,15041.28,2022-09-30,2023-09-25,Quarterly,Active,215,155422.97,159841.95,7,43349.08,LO173,BR42,False
LOAN004023,CUST00217,Personal,Unsecured,136768.78,10.7,60,2953.26,2023-08-28,2028-08-01,Monthly,Closed,5,53059.88,251740.48,10,7185.84,LO170,BR44,False
LOAN004024,CUST05771,Personal,Unsecured,349609.46,19.24,36,12857.75,2018-05-16,2021-04-30,Quarterly,Active,139,10290.36,10590.92,9,5777.46,LO197,BR25,False
LOAN004025,CUST05524,Education,Unsecured,143843.39,10.93,36,4704.48,2019-12-19,2022-12-03,Monthly,Active,88,142865.81,178859.36,5,27004.02,LO108,BR15,True
LOAN004026,CUST09021,Medical,Unsecured,552632.82,17.13,60,13773.01,2021-07-24,2026-06-28,Monthly,Closed,152,122766.59,1084206.59,8,33587.84,LO105,BR24,True
LOAN004027,CUST07462,Business,Unsecured,113480.66,16.85,240,1651.6,2022-02-14,2041-11-01,Monthly,Closed,153,63106.05,142080.49,11,36727.58,LO145,BR12,False
LOAN004028,CUST00489,Business,Unsecured,520050.32,18.75,84,11160.13,2021-01-02,2027-11-27,Quarterly,Closed,231,269809.84,309438.31,2,26535.66,LO115,BR37,True
LOAN004029,CUST02156,Vehicle,Secured,73969.74,9.87,36,2382.28,2024-02-09,2027-01-24,Monthly,Active,198,26123.53,32040.57,16,37770.74,LO188,BR36,False
LOAN004030,CUST03817,Education,Unsecured,118769.58,20.98,180,2172.44,2021-11-07,2036-08-20,Bi-Annual,Closed,194,11888.77,210842.08,9,31876.55,LO129,BR40,False
LOAN004031,CUST00429,Home,Unsecured,984121.98,,180,12555.31,2024-04-27,2039-02-08,Monthly,Closed,147,565494.34,,,,LO113,BR16,True
LOAN004032,CUST07546,Personal,Unsecured,810580.69,6.54,24,36122.99,2023-01-06,2024-12-26,Monthly,Defaulted,197,337233.91,496923.19,5,9415.35,LO139,BR19,False
LOAN004033,CUST07707,Education,Secured,103979.93,18.48,24,5215.25,2021-09-10,2023-08-31,Quarterly,Active,18,14580.39,186534.7,0,2784.84,LO155,BR50,False
LOAN004034,CUST01910,Education,Unsecured,284346.61,20.94,180,5192.54,2020-01-25,2034-11-07,Monthly,Defaulted,102,23255.7,298313.2,14,42494.91,LO174,BR23,False
LOAN004035,CUST07802,Vehicle,Unsecured,98395.91,21.51,36,3732.89,2022-08-15,2025-07-30,Monthly,Active,20,31838.14,116226.9,17,20857.3,LO120,BR41,True
LOAN004036,CUST01079,Personal,Secured,469267.89,12.12,24,22116.38,2021-11-20,2023-11-10,Monthly,Active,239,158555.52,686439.37,9,10507.62,LO174,BR44,True
LOAN004037,CUST05254,Wedding,Unsecured,334874.21,6.82,60,6602.51,2023-06-27,2028-05-31,Quarterly,Active,174,163106.58,361685.04,6,21923.57,LO179,BR36,True
LOAN004038,CUST04504,Travel,Unsecured,259623.66,11.8,48,6811.42,2018-06-05,2022-05-15,Bi-Annual,Defaulted,112,155336.85,203111.1,8,31995.0,LO128,BR45,False
LOAN004039,CUST05350,Home,Unsecured,182858.89,20.2,36,6814.34,2018-08-21,2021-08-05,Monthly,Active,106,80453.32,64697.16,1,14928.76,LO126,BR46,False
LOAN004040,CUST09200,Home,Secured,483826.46,19.58,36,17877.35,2021-11-19,2024-11-03,Monthly,Closed,64,217758.38,481468.85,19,3762.88,LO180,BR26,True
LOAN004041,CUST08527,Personal,Unsecured,354039.37,12.38,120,5157.51,2022-08-09,2032-06-17,Monthly,Active,76,205188.15,25584.6,9,9178.35,LO164,BR24,True
LOAN004042,CUST02639,Home,Unsecured,84995.42,8.87,180,855.52,2019-07-26,2034-05-08,Monthly,Defaulted,58,51175.26,166756.91,19,19822.26,LO148,BR22,True
LOAN004043,CUST03106,Personal,Unsecured,259394.72,16.49,36,9182.42,2023-11-16,2026-10-31,Bi-Annual,Active,94,209881.84,265097.23,19,42069.74,LO195,BR45,False
LOAN004044,CUST07102,Personal,Unsecured,133597.82,16.79,60,3305.18,2021-04-01,2026-03-06,Bi-Annual,Active,97,48677.63,218379.22,15,41896.17,LO186,BR22,True
LOAN004045,CUST06741,Vehicle,Secured,308881.35,16.28,24,15165.15,2021-03-08,2023-02-26,Monthly,Active,199,66079.45,499528.66,1,10864.39,LO127,BR37,True
LOAN004046,CUST08289,Personal,Secured,264928.09,8.84,240,2356.43,2020-02-29,2039-11-16,Monthly,Active,179,176692.64,475958.72,1,36485.33,LO133,BR26,False
LOAN004047,CUST02210,Home,Secured,312166.59,19.28,240,5127.31,2019-08-22,2039-05-09,Quarterly,Active,54,249852.97,155753.74,5,3135.32,LO145,BR32,False
LOAN004048,CUST01911,Home,Unsecured,418789.46,7.06,48,10040.1,2018-05-14,2022-04-23,Monthly,Active,100,112804.5,78834.62,16,25720.53,LO164,BR29,False
LOAN004049,CUST06242,Personal,Secured,107230.43,21.53,60,2933.0,2024-01-26,2028-12-30,Monthly,Active,105,94270.03,19501.97,13,34963.56,LO162,BR44,False
LOAN004050,CUST06268,Education,Unsecured,297719.62,20.48,24,15222.58,2018-12-27,2020-12-16,Quarterly,Active,73,161087.12,114393.32,1,17783.16,LO121,BR19,False
LOAN004051,CUST07297,Medical,Secured,659591.74,21.91,60,18183.47,2019-01-17,2023-12-22,Bi-Annual,Defaulted,232,239583.97,526269.77,5,24286.72,LO128,BR38,False
LOAN004052,CUST05447,Wedding,Secured,526136.46,15.79,24,25708.52,2022-10-12,2024-10-01,Bi-Annual,Closed,148,477029.06,474136.64,14,32432.22,LO149,BR25,False
